campaignid,sample,latitude,longitude,date,time,location,site,depth,observer,successful.count,successful.length,raw.hdd.number,con.hdd.number,commonwealth.zone,state.zone,status
2014-12_Geographe.Bay_stereoBRUVs,623,-33.6129,115.1556,15/12/2014,10:24:00,Geographe Bay,Geographe Bay,7.8,Curtin,Yes,Yes,NA,4,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,618,-33.5679,115.3528,17/12/2014,5:40:00,Geographe Bay,Geographe Bay,14.5,Curtin,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,624,-33.421,115.4919,16/12/2014,7:03:00,Geographe Bay,Geographe Bay,17.5,Hayley,Yes,No,NA,2,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,633,-33.4712,115.4535,16/12/2014,9:18:00,Geographe Bay,Geographe Bay,16.2,Daphne,Yes,Yes,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,634,-33.5337,115.4141,16/12/2014,15:30:00,Geographe Bay,Geographe Bay,13,Logan,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,640,-33.5162,115.4646,16/12/2014,11:10:00,Geographe Bay,Geographe Bay,11.5,Curtin,Yes,Yes,NA,4,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,647,-33.4926,115.4247,13/12/2014,8:17:00,Geographe Bay,Geographe Bay,15.3,Logan,Yes,Yes,NA,3,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,650,-33.5131,115.3716,16/12/2014,13:14:00,Geographe Bay,Geographe Bay,21.1,Curtin,Yes,No,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,666,-33.5511,115.3572,17/12/2014,6:25:00,Geographe Bay,Geographe Bay,15.6,Logan,Yes,Yes,NA,5,National Park Zone,NA,No-take
2014-12_Geographe.Bay_stereoBRUVs,656,-33.3713,115.5504,14/12/2014,9:28:00,Geographe Bay,Geographe Bay,9,Molly,Yes,No,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,672,-33.4004,115.5357,14/12/2014,11:45:00,Geographe Bay,Geographe Bay,8.4,Molly,Yes,No,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,682,-33.5696,115.3354,17/12/2014,7:57:00,Geographe Bay,Geographe Bay,15.2,Logan,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,684,-33.5845,115.1735,15/12/2014,9:00:00,Geographe Bay,Geographe Bay,20.6,Curtin,Yes,No,NA,BH,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,688,-33.6026,115.3181,17/12/2014,9:52:00,Geographe Bay,Geographe Bay,12.8,Curtin,Yes,Yes,NA,4,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,694,-33.5281,115.3499,16/12/2014,13:32:00,Geographe Bay,Geographe Bay,21.3,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,698,-33.5246,115.4035,12/12/2014,13:25:00,Geographe Bay,Geographe Bay,14,Hayley,Yes,Yes,NA,2L 4R,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,704,-33.4848,115.5324,16/12/2014,6:15:00,Geographe Bay,Geographe Bay,7.45,Curtin,Yes,Yes,NA,2,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,711,-33.3695,115.5666,14/12/2014,9:24:00,Geographe Bay,Geographe Bay,8.4,Curtin,Yes,Yes,NA,3,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,714,-33.5793,115.1468,15/12/2014,8:26:00,Geographe Bay,Geographe Bay,21.1,NA,Yes,Yes,NA,BH,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,719,-33.601,115.2325,12/12/2014,5:59:00,Geographe Bay,Geographe Bay,26.3,Logan,Yes,No,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,720,-33.3599,115.5835,14/12/2014,9:11:00,Geographe Bay,Geographe Bay,8.2,Curtin,Yes,Yes,NA,3,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,735,-33.562,115.1433,15/12/2014,6:27:00,Geographe Bay,Geographe Bay,26.7,NA,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,736,-33.3851,115.5606,14/12/2014,10:59:00,Geographe Bay,Geographe Bay,8.2,NA,Yes,Yes,NA,BH,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,746,-33.5794,115.3571,17/12/2014,5:45:00,Geographe Bay,Geographe Bay,13.2,Logan,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,748,-33.3696,115.5138,14/12/2014,8:46:00,Geographe Bay,Geographe Bay,11.1,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,752,-33.3766,115.5914,14/12/2014,9:15:00,Geographe Bay,Geographe Bay,6.2,Curtin,Yes,Yes,NA,3,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,764,-33.3744,115.4961,14/12/2014,8:43:00,Geographe Bay,Geographe Bay,11.6,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,762,-33.5199,115.4149,12/12/2014,13:44:00,Geographe Bay,Geographe Bay,13,Curtin,Yes,No,NA,4L,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,782,-33.5142,115.4368,13/12/2014,6:06:00,Geographe Bay,Geographe Bay,13.7,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,779,-33.5817,115.2264,17/12/2014,8:11:00,Geographe Bay,Geographe Bay,19,Curtin,Yes,No,NA,5,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,783,-33.5817,115.2264,12/12/2014,8:12:00,Geographe Bay,Geographe Bay,21.5,Hayley,Yes,Yes,NA,2,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,784,-33.6014,115.1774,15/12/2014,11:07:00,Geographe Bay,Geographe Bay,13.4,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,791,-33.4851,115.4435,13/12/2014,8:03:00,Geographe Bay,Geographe Bay,15,Logan,Yes,No,NA,"3R, 4L",Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,794,-33.6248,115.2039,15/12/2014,10:38:00,Geographe Bay,Geographe Bay,7.4,Curtin,Yes,Yes,NA,5,NA,Sanctuary Zone (IUCN VI),No-take
2014-12_Geographe.Bay_stereoBRUVs,800,-33.5732,115.1935,15/12/2014,8:48:00,Geographe Bay,Geographe Bay,22.9,Logan,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,807,-33.494,115.4907,16/12/2014,10:50:00,Geographe Bay,Geographe Bay,14,Curtin,Yes,Yes,NA,3R 4L,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,810,-33.5513,115.3766,16/12/2014,13:44:00,Geographe Bay,Geographe Bay,14.3,Logan,Yes,Yes,NA,4,National Park Zone,NA,No-take
2014-12_Geographe.Bay_stereoBRUVs,816,-33.3996,115.5633,14/12/2014,11:09:00,Geographe Bay,Geographe Bay,7.9,Curtin,Yes,Yes,NA,5,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,823,-33.5857,115.2872,17/12/2014,8:19:00,Geographe Bay,Geographe Bay,16.2,Curtin,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,826,-33.5427,115.4006,13/12/2014,5:45:00,Geographe Bay,Geographe Bay,12.8,Logan,Yes,Yes,NA,4,National Park Zone,NA,No-take
2014-12_Geographe.Bay_stereoBRUVs,828,-33.4175,115.5296,14/12/2014,11:38:00,Geographe Bay,Geographe Bay,7.6,NA,Yes,Yes,NA,3,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,832,-33.4556,115.5197,16/12/2014,6:43:00,Geographe Bay,Geographe Bay,12.6,Curtin,Yes,Yes,NA,2,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,839,-33.4873,115.4085,16/12/2014,13:00:00,Geographe Bay,Geographe Bay,20,Daphne,Yes,No,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,842,-33.5681,115.1149,15/12/2014,6:40:00,Geographe Bay,Geographe Bay,22.3,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,843,-33.6,115.2586,15/12/2014,13:43:00,Geographe Bay,Geographe Bay,14.6,Curtin,Yes,Yes,NA,BH,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,848,-33.3519,115.5323,14/12/2014,8:53:00,Geographe Bay,Geographe Bay,10.4,Logan,Yes,Yes,NA,4,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,855,-33.4901,115.4358,13/12/2014,8:09:00,Geographe Bay,Geographe Bay,15.2,Logan,Yes,Yes,NA,3,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,858,-33.5573,115.3462,17/12/2014,6:29:00,Geographe Bay,Geographe Bay,16.6,Logan,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,864,-33.5833,115.3721,17/12/2014,5:50:00,Geographe Bay,Geographe Bay,12.4,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,879,-33.6169,115.1829,15/12/2014,10:31:00,Geographe Bay,Geographe Bay,8.1,Curtin,Yes,Yes,NA,5,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,880,-33.5366,115.4444,16/12/2014,15:41:00,Geographe Bay,Geographe Bay,10.9,Curtin,Yes,Yes,NA,5,NA,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,1038,-33.5333,115.42,16/12/2014,15:33:00,Geographe Bay,Geographe Bay,13.9,Daphne,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,1108,-33.558,115.4144,16/12/2014,15:20:00,Geographe Bay,Geographe Bay,11.9,Curtin,Yes,Yes,NA,5,NA,Sanctuary Zone (IUCN VI),No-take
2014-12_Geographe.Bay_stereoBRUVs,10001,-33.4217,115.3722,14/12/2014,6:17:00,Geographe Bay,Geographe Bay,15.9,Logan,Yes,Yes,NA,4,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,10003,-33.4213,115.3594,14/12/2014,6:23:00,Geographe Bay,Geographe Bay,16.5,Molly,Yes,No,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,10005,-33.4778,115.3694,14/12/2014,14:03:00,Geographe Bay,Geographe Bay,13.7,Curtin,Yes,Yes,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,11R2,-33.3967,115.5076,11/12/2014,12:26:00,Geographe Bay,Geographe Bay,18.6,Brooke,Yes,Yes,NA,2,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,11R3,-33.4122,115.5205,11/12/2014,12:40:00,Geographe Bay,Geographe Bay,14.7,Brooke,Yes,Yes,NA,1,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,11R4,-33.4197,115.5176,11/12/2014,12:48:00,Geographe Bay,Geographe Bay,14.5,Brooke,Yes,Yes,NA,1,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC1,-33.5932,115.2133,12/12/2014,6:09:00,Geographe Bay,Geographe Bay,26.5,Logan,Yes,Yes,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC2,-33.5916,115.2379,12/12/2014,8:23:00,Geographe Bay,Geographe Bay,17.6,Daphne,Yes,Yes,NA,2,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC3,-33.5915,115.2415,12/12/2014,8:32:00,Geographe Bay,Geographe Bay,17.9,Daphne,Yes,Yes,NA,2,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC5,-33.5621,115.3443,12/12/2014,11:16:00,Geographe Bay,Geographe Bay,14.2,Daphne,Yes,Yes,NA,1,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC6,-33.5711,115.3481,12/12/2014,11:22:00,Geographe Bay,Geographe Bay,14.7,Logan,Yes,Yes,NA,4L,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC7,-33.5118,115.4179,12/12/2014,13:38:00,Geographe Bay,Geographe Bay,15.2,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC8,-33.5149,115.4182,12/12/2014,13:41:00,Geographe Bay,Geographe Bay,14.1,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,12RC9,-33.5162,115.4064,12/12/2014,13:48:00,Geographe Bay,Geographe Bay,14.5,Molly,Yes,Yes,NA,3R 4L,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC1,-33.506,115.4308,13/12/2014,6:11:00,Geographe Bay,Geographe Bay,13.8,Logan,Yes,Yes,NA,3,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC11,-33.374,115.3693,13/12/2014,13:23:00,Geographe Bay,Geographe Bay,31,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC12,-33.3744,115.3668,13/12/2014,13:25:00,Geographe Bay,Geographe Bay,31.3,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC13,-33.3755,115.3631,13/12/2014,13:31:00,Geographe Bay,Geographe Bay,31.1,Curtin,Yes,Yes,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC15,-33.3768,115.3559,13/12/2014,13:39:00,Geographe Bay,Geographe Bay,32.5,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC4,-33.4994,115.3965,13/12/2014,8:30:00,Geographe Bay,Geographe Bay,19.5,Logan,Yes,Yes,NA,3,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC5,-33.4839,115.4656,13/12/2014,10:05:00,Geographe Bay,Geographe Bay,26.8,Daphne,Yes,Yes,NA,5,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC6,-33.381,115.3892,13/12/2014,13:07:00,Geographe Bay,Geographe Bay,29.7,Logan,Yes,Yes,NA,3L,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC7,-33.3774,115.3861,13/12/2014,13:10:00,Geographe Bay,Geographe Bay,29.5,Daphne,Yes,Yes,NA,5,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC8,-33.3726,115.3791,13/12/2014,13:14:00,Geographe Bay,Geographe Bay,30.4,Logan,Yes,Yes,NA,3,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,13RC9,-33.3731,115.3748,13/12/2014,13:18:00,Geographe Bay,Geographe Bay,30.9,Logan,Yes,Yes,NA,3L,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR-BOB,-33.5924,115.2206,17/12/2014,12:23,Geographe Bay,Geographe Bay,16.7,Curtin,Yes,Yes,NA,5,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR1-1,-33.5936,115.1963,17/12/2014,12:02,Geographe Bay,Geographe Bay,17.3,Curtin,Yes,Yes,NA,4,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR1-2,-33.5936,115.1995,17/12/2014,12:05,Geographe Bay,Geographe Bay,16,Logan,Yes,Yes,NA,4,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR1-3,-33.5938,115.2023,17/12/2014,12:07,Geographe Bay,Geographe Bay,15.8,Logan,Yes,Yes,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR1-4,-33.5935,115.2055,17/12/2014,12:09,Geographe Bay,Geographe Bay,16.8,Logan,Yes,Yes,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR2-1,-33.5938,115.1907,17/12/2014,13:40,Geographe Bay,Geographe Bay,17.7,Curtin,Yes,Yes,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR2-2,-33.594,115.1884,17/12/2014,13:42,Geographe Bay,Geographe Bay,16.2,Curtin,Yes,Yes,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR2-3,-33.5941,115.1865,17/12/2014,13:44,Geographe Bay,Geographe Bay,16.4,NA,Yes,Yes,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR2-4,-33.5937,115.193,17/12/2014,13:38,Geographe Bay,Geographe Bay,16.2,Curtin,Yes,No,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR3-1,-33.5945,115.1819,17/12/2014,13:53,Geographe Bay,Geographe Bay,17.6,NA,Yes,Yes,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR3-2,-33.5937,115.193,17/12/2014,13:30,Geographe Bay,Geographe Bay,17.9,NA,Yes,No,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR3-3,-33.5937,115.184,17/12/2014,13:47,Geographe Bay,Geographe Bay,17,Curtin,Yes,Yes,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR3-4,-33.5939,115.1851,17/12/2014,13:46,Geographe Bay,Geographe Bay,16.6,NA,Yes,Yes,NA,2,NA,General Use Zone (IUCN VI),Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR4-1,-33.5933,115.2081,17/12/2014,12:11,Geographe Bay,Geographe Bay,16.1,Logan,Yes,Yes,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR4-2,-33.5928,115.2102,17/12/2014,12:13,Geographe Bay,Geographe Bay,16.3,Hayley,Yes,Yes,NA,2,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR5-1,-33.5932,115.2119,17/12/2014,12:15,Geographe Bay,Geographe Bay,16.2,Hayley,Yes,Yes,NA,2,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR5-2,-33.5927,115.2148,17/12/2014,12:17,Geographe Bay,Geographe Bay,16.6,Hayley,Yes,Yes,NA,2,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,GBR5-3,-33.5924,115.2175,17/12/2014,12:19,Geographe Bay,Geographe Bay,16.4,Logan,Yes,No,NA,4,Habitat Protection Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,RB1,-33.5346,115.2177,9/12/2014,6:49,Geographe Bay,Geographe Bay,28,Hayley,Yes,Yes,NA,1,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,RB2,-33.5086,115.2255,9/12/2014,9:39,Geographe Bay,Geographe Bay,30,Hayley,Yes,Yes,NA,1,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,RC1,-33.4628,115.24,9/12/2014,10:09,Geographe Bay,Geographe Bay,34.2,Hayley,Yes,Yes,NA,1,Special Purpose Zone (Mining Exclusion),NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,RC2,-33.4864,115.178,9/12/2014,10:34,Geographe Bay,Geographe Bay,34.3,Hayley,Yes,Yes,NA,1,Multiple Use Zone,NA,Fished
2014-12_Geographe.Bay_stereoBRUVs,RC3,-33.4705,115.1684,9/12/2014,13:11,Geographe Bay,Geographe Bay,35,Hayley,Yes,Yes,NA,1,Special Purpose Zone (Mining Exclusion),NA,Fished
